carat,cut,color,clarity,depth,table,price,x,y,z
0.76,Ideal,H,VVS1,62.1,56,3363,5.81,5.89,3.63
1.19,Ideal,G,VVS2,60.7,57,9587,6.8,6.85,4.14
0.61,Premium,H,VVS2,60.9,60,1752,5.47,5.5,3.34
0.75,Ideal,F,VS2,62.5,57,2893,5.78,5.83,3.63
1.2,Premium,E,I1,62.3,60,3871,6.78,6.71,4.2
1.2,Fair,I,I1,66.2,55,3011,6.61,6.51,4.34
1.03,Premium,E,VS2,60,59,6344,6.54,6.6,3.94
0.32,Ideal,F,VS2,62.4,55,828,4.43,4.41,2.76
0.34,Premium,E,VS2,61.1,60,745,4.45,4.48,2.73
0.88,Premium,D,SI2,60.9,61,3390,6.16,6.13,3.74
0.62,Ideal,H,VS2,61.2,54,1616,5.51,5.6,3.4
0.51,Good,D,SI2,63.8,56,1268,5.09,5.07,3.24
0.32,Ideal,H,VS1,62.5,55,620,4.36,4.38,2.73
1.51,Ideal,G,VS2,62.3,54,13828,7.35,7.33,4.57
1.04,Ideal,I,VS1,62.9,43,4997,6.45,6.41,4.04
0.72,Ideal,D,SI1,61.2,56,3722,5.77,5.79,3.54
0.5,Very Good,G,VS2,60.9,58,1351,5.08,5.1,3.1
1.14,Ideal,F,VVS2,61.9,57,10786,6.73,6.68,4.15
1.02,Ideal,I,SI2,60.6,56,4113,6.57,6.53,3.97
0.92,Very Good,H,VS1,59.7,63,4721,6.34,6.29,3.77
0.34,Premium,G,VS2,61.2,58,765,4.5,4.46,2.74
1.02,Premium,E,VVS1,61.5,59,11062,6.41,6.46,3.96
0.57,Very Good,E,VS2,59.5,56,1826,5.45,5.47,3.25
0.32,Very Good,G,VVS1,58.1,59,842,4.49,4.53,2.62
0.32,Good,I,SI1,63.5,57,421,4.3,4.33,2.74
1.31,Premium,E,SI1,62.4,58,8767,7.03,6.95,4.36
2.03,Very Good,I,SI1,62.9,57,15153,8.02,8.06,5.06
0.7,Ideal,H,SI1,61.7,57,2375,5.7,5.68,3.51
0.7,Ideal,F,SI1,61.7,54,2662,5.72,5.75,3.54
1.55,Premium,H,SI1,60.7,58,9763,7.5,7.46,4.54
0.39,Very Good,G,SI1,61.7,59.4,709,4.65,4.7,2.88
0.24,Very Good,E,VS2,60.8,56,362,4.02,4.04,2.45
0.78,Ideal,D,SI2,61.3,56,2722,5.95,5.99,3.66
0.31,Good,F,VS2,63.9,56,802,4.32,4.29,2.75
0.47,Premium,E,SI1,59.3,56,1087,5.07,5.05,3.02
0.71,Very Good,D,SI2,63.3,55,2458,5.72,5.65,3.6
1.02,Premium,E,SI2,60.5,58,4478,6.58,6.54,3.97
0.71,Good,E,SI2,62.2,56,2390,5.63,5.66,3.51
0.82,Very Good,E,SI2,63.3,56,2975,5.99,5.95,3.78
0.74,Very Good,G,SI1,61.6,58,2690,5.78,5.81,3.57
0.52,Ideal,D,VS2,61.8,57,1752,5.16,5.2,3.2
1.2,Premium,H,SI2,62.4,57,5510,6.83,6.75,4.24
0.39,Very Good,G,VVS2,63.4,57,956,4.65,4.62,2.94
2.03,Very Good,J,SI2,61.7,61,11968,8.04,8.18,5
0.91,Premium,G,SI1,58,59,3392,6.45,6.38,3.72
0.9,Very Good,G,SI2,62.1,58,3303,6.08,6.13,3.79
1.01,Good,E,SI2,63.7,58,4751,6.36,6.32,4.04
0.81,Very Good,F,SI1,63.1,59,2809,5.85,5.79,3.67
1.01,Ideal,H,SI1,61.8,54,5158,6.48,6.44,3.99
1.01,Very Good,E,SI2,60.9,58,4566,6.45,6.49,3.94
1.23,Ideal,H,VVS2,61.6,57,8509,6.87,6.92,4.25
0.3,Premium,D,SI1,62.1,58,709,4.28,4.25,2.65
0.7,Very Good,G,SI1,62.5,60,2042,5.64,5.68,3.54
0.78,Ideal,H,VS2,61.6,56,2970,5.94,5.91,3.64
0.51,Ideal,E,VS2,62,54,1662,5.13,5.1,3.17
0.7,Ideal,I,SI1,62.1,58,2083,5.68,5.72,3.54
0.7,Very Good,F,VS1,62,57,2808,5.64,5.71,3.52
0.71,Very Good,G,VS2,63.5,59,2137,5.67,5.63,3.59
1.06,Ideal,H,SI2,62.8,57,4402,6.52,6.56,4.11
0.5,Ideal,F,VVS2,59.9,58,2016,5.14,5.17,3.09
1,Premium,D,VS1,62.7,54,7812,6.38,6.35,3.99
1.57,Premium,D,SI2,62.9,61,9875,7.41,7.37,4.65
1.71,Very Good,H,VS2,62.6,59,13445,7.54,7.58,4.73
0.59,Ideal,G,VS2,62.6,54,1789,5.38,5.32,3.35
0.41,Ideal,I,VVS2,61.6,55,788,4.78,4.8,2.95
0.51,Premium,F,VS1,61.4,58,1744,5.15,5.18,3.17
0.76,Ideal,G,VS2,61.7,55,3114,5.86,5.91,3.63
0.33,Premium,G,VS1,62.2,58,666,4.39,4.42,2.74
0.31,Ideal,G,IF,62.1,54,891,4.37,4.39,2.72
0.73,Premium,E,VS1,61.2,58,3370,5.77,5.83,3.55
0.37,Very Good,G,VS1,61.5,58,746,4.57,4.6,2.82
0.44,Premium,H,SI2,59.3,60,759,5.01,4.98,2.96
1.06,Ideal,E,IF,62,57,13344,6.49,6.54,4.04
1.33,Ideal,G,VVS1,62.2,54,12255,7.02,7.06,4.38
1.01,Fair,F,SI2,64.6,59,3540,6.19,6.25,4.2
0.33,Ideal,E,VS2,61.6,57,723,4.44,4.46,2.74
0.5,Good,G,VS2,57.9,61,1316,5.2,5.23,3.02
0.31,Ideal,E,SI1,61.9,53,516,4.36,4.4,2.71
0.32,Ideal,D,SI1,61.3,57,589,4.37,4.41,2.69
0.3,Ideal,F,VS2,60.9,56,605,4.32,4.35,2.64
0.53,Ideal,E,VVS2,61.9,55,2263,5.19,5.22,3.22
0.5,Ideal,E,SI2,60.7,56,1359,5.16,5.19,3.14
1.04,Ideal,I,SI1,61.3,57,4659,6.57,6.54,4.02
0.33,Premium,D,SI1,60.1,59,780,4.49,4.46,2.69
0.35,Very Good,H,SI2,63.2,61,551,4.49,4.47,2.83
0.77,Very Good,J,VS2,62.9,58,2155,5.83,5.87,3.68
0.7,Very Good,F,VS2,60.5,58,2437,5.78,5.83,3.51
0.44,Good,E,VS2,59,64,1001,5.01,4.94,2.93
0.88,Ideal,D,SI2,62.2,56,3962,6.12,6.16,3.82
1.01,Premium,E,VS2,60.8,58,4706,6.43,6.4,3.9
0.3,Premium,H,VVS2,60.8,58,776,4.37,4.34,2.65
0.6,Ideal,D,VS2,60.4,57,2125,5.53,5.49,3.33
1.2,Ideal,H,SI1,61.2,60,6569,6.87,6.82,4.19
0.73,Premium,E,SI1,62.2,59,2821,5.77,5.68,3.56
1.53,Premium,F,SI1,58.5,59,11820,7.62,7.55,4.44
1,Premium,F,I1,62.4,59,3405,6.38,6.34,3.97
0.33,Very Good,E,VVS2,60.1,63,981,4.45,4.5,2.69
1.06,Very Good,I,SI2,62.8,56,4132,6.47,6.55,4.09
0.55,Premium,E,VS2,59.1,62,1664,5.37,5.32,3.16
1.11,Very Good,G,VS2,60.8,58,6593,6.65,6.7,4.06
0.31,Very Good,E,SI1,63,57,544,4.29,4.32,2.71
1.29,Premium,F,VS1,59.3,60,10437,7.14,7.1,4.22
1.14,Premium,G,SI1,63,59,5273,6.68,6.62,4.19
0.27,Very Good,D,VS1,63.2,55,470,4.1,4.16,2.61
0.41,Premium,F,VVS2,62.4,58,1115,4.7,4.76,2.95
0.7,Very Good,F,SI2,60.7,58,2195,5.73,5.77,3.49
0.74,Premium,G,SI1,59.6,59,2447,5.94,5.87,3.52
0.77,Ideal,J,VS2,61.9,54,2292,5.89,5.94,3.66
0.51,Very Good,G,VVS2,60.9,56,1768,5.17,5.21,3.16
0.7,Ideal,E,VS2,62.7,56,2697,5.73,5.63,3.56
0.75,Ideal,E,SI1,61.7,56,2964,5.84,5.86,3.61
0.3,Ideal,E,VS1,61.6,57,936,4.33,4.3,2.66
0.41,Premium,E,VS2,61.3,58,935,4.74,4.79,2.92
0.31,Ideal,G,SI1,62.8,55,593,4.38,4.32,2.73
0.57,Ideal,G,VS2,61.8,57,1728,5.32,5.3,3.28
1.51,Very Good,E,SI2,61.9,57,7848,7.35,7.41,4.57
1.06,Very Good,H,VS2,60.7,59,5415,6.56,6.63,4
1.5,Very Good,F,SI1,63,55,10372,7.27,7.31,4.59
0.53,Ideal,E,VS2,61.3,55,1739,5.22,5.25,3.21
0.55,Very Good,D,VS2,62.2,60,1796,5.2,5.25,3.25
0.38,Ideal,E,IF,62.7,55,1433,4.61,4.67,2.91
1.02,Good,J,SI2,63.1,58,3298,6.34,6.38,4.01
0.91,Premium,G,VS1,60.9,54,4510,6.38,6.27,3.85
1.01,Ideal,G,SI1,60.7,58,4868,6.55,6.52,3.97
1.14,Very Good,D,VS2,58.7,60,7928,6.82,6.88,4.02
0.8,Ideal,G,VS1,61.1,57,4388,5.97,6,3.65
1.06,Very Good,G,VS1,61.7,57,7132,6.52,6.56,4.04
0.64,Premium,D,VS2,60.9,59,2243,5.6,5.63,3.42
1.18,Ideal,I,VVS1,59.7,54,6378,6.92,6.99,4.15
0.32,Very Good,D,IF,62,56,1171,4.39,4.43,2.73
0.33,Ideal,F,VVS1,61.9,55,880,4.44,4.48,2.76
0.4,Ideal,F,VS1,61.3,56,1050,4.76,4.73,2.91
1.09,Ideal,G,I1,61,56,3614,6.66,6.62,4.05
0.33,Ideal,E,VS2,61.9,56,928,4.46,4.43,2.75
1.01,Premium,F,VS2,60.3,59,6674,6.52,6.45,3.91
0.5,Ideal,G,VVS1,62.2,54,1883,5.1,5.13,3.18
0.28,Ideal,F,IF,62.4,55,828,4.2,4.17,2.61
0.41,Ideal,J,VVS1,61.2,57,775,4.79,4.82,2.94
0.34,Ideal,H,VS1,62.4,55,615,4.48,4.5,2.8
0.4,Good,D,SI2,64,56,775,4.7,4.64,2.99
0.3,Ideal,G,IF,61.8,55,863,4.32,4.36,2.68
1.11,Good,I,VVS2,60.1,64,5221,6.73,6.62,4.02
0.29,Ideal,G,VVS1,62.4,56,673,4.22,4.24,2.64
0.71,Ideal,G,SI1,62.4,56,2386,5.74,5.71,3.57
0.83,Ideal,H,SI1,62.5,55,2816,6.04,6,3.76
2.05,Very Good,F,SI2,59.5,58,16819,8.26,8.3,4.93
0.55,Premium,G,SI2,61.8,56,1280,5.28,5.23,3.25
0.73,Very Good,G,SI1,60.8,56,2434,5.82,5.85,3.55
1.01,Very Good,E,VS1,59.4,59,8348,6.52,6.54,3.88
0.72,Ideal,F,SI1,62.7,57,2586,5.69,5.73,3.58
0.71,Ideal,F,VVS2,62.2,56,4167,5.7,5.74,3.56
0.62,Premium,G,SI1,59.6,58,1382,5.63,5.56,3.34
0.71,Very Good,E,VVS2,63.4,58,3340,5.64,5.69,3.59
0.7,Premium,G,VS2,62.9,62,2550,5.63,5.57,3.52
0.33,Premium,I,VVS2,61,58,743,4.46,4.42,2.71
1.07,Good,E,SI2,60,62,4453,6.57,6.62,3.96
1,Very Good,E,SI2,63.2,56,3763,6.4,6.32,4.02
1.51,Very Good,I,SI1,63.5,57,8214,7.19,7.24,4.58
0.4,Ideal,G,VVS2,62.4,56,1050,4.74,4.72,2.95
0.47,Good,E,VS2,58.4,60.3,1294,5.08,5.17,3
0.27,Very Good,G,VS1,61.9,56,439,4.13,4.16,2.56
0.5,Premium,G,VVS2,59.6,60,1838,5.15,5.18,3.08
0.35,Ideal,F,VS2,60.5,57,706,4.52,4.6,2.76
0.36,Ideal,F,VS2,60.9,57,726,4.58,4.61,2.8
2.05,Premium,J,VS2,62.3,60,13667,8.15,8.09,5.06
0.71,Good,I,VVS2,63.1,58,2428,5.64,5.71,3.58
0.42,Premium,D,SI1,61.1,60,810,4.79,4.83,2.94
0.28,Very Good,E,VVS2,60.1,62,572,4.25,4.27,2.56
0.5,Premium,G,VVS2,61.4,57,1909,5.16,5.1,3.15
1.63,Good,I,SI1,63.7,58,9730,7.48,7.4,4.74
0.33,Premium,F,VS2,62.2,58,666,4.43,4.44,2.76
0.31,Ideal,D,VVS2,62,56,982,4.37,4.34,2.7
0.7,Good,H,VS2,63.8,60,2083,5.59,5.51,3.54
1.01,Very Good,G,VVS2,61.9,58,6257,6.38,6.48,3.98
0.43,Premium,F,VS2,61,57,968,4.87,4.84,2.96
1.4,Very Good,I,SI2,62.4,59,6677,7.12,7.17,4.46
0.42,Very Good,I,VVS2,61.7,55,771,4.81,4.85,2.98
0.9,Very Good,G,VS2,61,60,4210,6.21,6.24,3.8
0.9,Ideal,G,SI1,62.1,56,4088,6.2,6.16,3.84
1.06,Very Good,I,VS1,58.5,58.3,5293,6.66,6.79,3.94
0.41,Very Good,F,VS2,63.2,57,1107,4.76,4.74,3
0.51,Ideal,G,VS1,61.8,60,1757,5.08,5.12,3.15
0.77,Ideal,H,VS2,60.6,57,2479,5.93,5.89,3.58
1.13,Ideal,F,VS2,62.1,56,7369,6.65,6.71,4.15
0.32,Premium,G,SI1,62.6,58,612,4.35,4.31,2.71
0.4,Very Good,E,VVS2,63.5,54,1017,4.69,4.73,2.99
0.3,Ideal,F,VS1,61.9,55.1,652,4.31,4.34,2.68
0.25,Very Good,E,VVS1,57.7,62,548,4.16,4.19,2.41
0.43,Premium,H,SI1,60.2,57,919,4.93,4.91,2.96
2,Premium,I,VS2,60.7,60,16694,8.07,8.02,4.88
0.32,Ideal,E,VS1,61.9,56,972,4.41,4.38,2.72
0.41,Ideal,I,VVS2,61.6,57,1061,4.78,4.76,2.94
1.01,Very Good,E,VS2,60.6,59,7195,6.43,6.47,3.91
0.62,Ideal,G,VS1,60.7,55,2206,5.55,5.59,3.38
0.9,Very Good,H,SI2,61.1,63,3160,6.12,6.19,3.76
0.41,Good,E,VVS1,64.1,55,1298,4.71,4.68,3.01
1,Very Good,F,VS2,61.1,60,6619,6.36,6.43,3.91
1.61,Premium,G,SI1,62.6,58,11303,7.48,7.45,4.67
0.79,Ideal,I,VS1,61.8,59,2800,5.92,5.95,3.67
0.9,Premium,G,SI1,62.7,58,3774,6.13,6.08,3.83
0.4,Very Good,G,VVS2,61.1,58,1033,4.73,4.76,2.9
0.87,Ideal,G,I1,61.5,57,1827,6.09,6.04,3.73
0.35,Ideal,D,SI2,61.8,57,669,4.57,4.53,2.81
1,Premium,H,SI1,61.3,60,4788,6.38,6.35,3.9
2.48,Very Good,H,SI1,63.3,56,17893,8.6,8.55,5.43
0.33,Ideal,G,VS1,62.3,54,666,4.45,4.48,2.78
0.3,Ideal,J,VVS2,62.1,56,439,4.31,4.32,2.68
1.6,Premium,H,SI2,59.4,59,8184,7.55,7.6,4.5
0.41,Premium,F,VS1,61.1,58,1007,4.74,4.78,2.91
0.9,Fair,I,VVS2,60.9,66,3288,6.1,6.12,3.72
0.3,Ideal,G,IF,61.4,57,895,4.33,4.37,2.67
1.06,Very Good,G,SI2,61.1,62,4162,6.55,6.61,4.02
0.31,Very Good,G,VS1,62.9,57,625,4.3,4.32,2.71
1.51,Ideal,I,SI2,62.8,54,7693,7.28,7.34,4.59
1.06,Very Good,I,SI2,61.4,56.5,4465,6.55,6.58,4.03
0.5,Very Good,E,VS2,61.1,61,1624,5.11,5.13,3.13
2,Good,H,VS2,63.8,59,18023,7.88,8.01,5.07
0.96,Very Good,D,SI1,59.9,58,5548,6.4,6.46,3.85
0.86,Good,D,VVS1,64.3,53,5029,6.02,6.12,3.89
0.9,Premium,D,SI1,62.7,58,4304,6.15,6.09,3.84
1.05,Very Good,E,SI2,60.5,58,4797,6.55,6.6,3.98
0.3,Ideal,E,VS2,62.1,55,844,4.33,4.3,2.68
1.51,Very Good,F,VS2,61.1,59,14165,7.32,7.37,4.49
0.74,Fair,H,VS2,66.1,61,2553,5.6,5.57,3.69
1.3,Premium,J,SI1,61.8,59,5438,6.99,6.95,4.31
1.55,Ideal,D,VS2,60.1,58,15845,7.56,7.54,4.54
0.31,Premium,H,VS2,62.2,58,628,4.34,4.31,2.69
0.83,Ideal,F,SI2,62.3,55,2790,6.02,6.05,3.76
0.3,Ideal,H,VVS1,61.9,57,665,4.29,4.31,2.66
1.18,Ideal,H,SI1,61.5,57,6440,6.78,6.82,4.18
1.22,Premium,G,SI1,63,57,6695,6.84,6.74,4.28
1.22,Ideal,G,VS2,62,55,7783,6.83,6.87,4.25
0.23,Very Good,E,VS1,61.3,56,442,3.96,3.98,2.43
1.49,Fair,F,SI1,59.6,63,8779,7.2,7.34,4.33
0.7,Ideal,H,VS2,61.2,56,3145,5.72,5.75,3.51
1.01,Good,H,VS1,63.8,59,5515,6.34,6.3,4.03
0.7,Very Good,F,SI1,59.8,59,2401,5.74,5.8,3.45
2.02,Ideal,J,SI1,59.8,60,12713,8.21,8.16,4.9
0.72,Very Good,G,SI1,63.6,56,2170,5.69,5.72,3.63
0.53,Ideal,E,VS2,62,55,1607,5.17,5.21,3.22
0.33,Ideal,D,SI1,62.4,54,780,4.44,4.41,2.76
0.42,Ideal,I,VVS1,62.7,55,945,4.8,4.77,3
0.52,Ideal,H,VVS1,60.4,57,1872,5.23,5.2,3.15
0.38,Very Good,F,VS1,60.4,60,835,4.7,4.74,2.85
1.11,Premium,D,SI2,59.9,57,5134,6.74,6.72,4.03
1.03,Premium,I,VS1,60.4,59,5104,6.57,6.51,3.95
1.5,Ideal,D,VS2,62,57,15788,7.34,7.37,4.56
0.94,Very Good,E,SI2,62,60,3963,6.19,6.22,3.85
1,Premium,F,VVS2,60.6,54,8924,6.56,6.52,3.96
1.5,Premium,D,SI1,62.4,58,12069,7.27,7.31,4.55
0.71,Very Good,I,SI2,63.7,57,1875,5.64,5.67,3.6
1.11,Ideal,H,SI2,61.3,55,4578,6.65,6.73,4.1
1.51,Premium,E,VS1,62.7,58,16518,7.25,7.33,4.57
0.31,Ideal,I,SI1,61.3,56,436,4.37,4.4,2.69
0.38,Ideal,F,SI1,61.3,55,710,4.63,4.76,2.88
0.52,Ideal,J,SI1,61.4,56.4,896,5.15,5.17,3.17
1.59,Very Good,J,VS2,62.9,58.1,8526,7.39,7.45,4.66
1.52,Ideal,J,SI1,61.9,57,7491,7.37,7.33,4.55
1,Good,G,VS2,63.1,58,5621,6.31,6.39,4.01
2.01,Good,I,VS2,62.4,62,16304,7.91,7.99,4.96
0.6,Good,J,VS1,58.9,60.5,1306,5.5,5.57,3.26
0.96,Very Good,H,VS2,61.2,57,4136,6.34,6.38,3.89
2.51,Very Good,H,SI2,63.6,58,18029,8.51,8.59,5.44
0.74,Ideal,E,SI2,61.9,56,2464,5.8,5.83,3.6
1.5,Premium,E,VS2,62.1,60,14386,7.31,7.27,4.53
0.73,Premium,D,VS2,59.8,58,3308,5.85,5.89,3.51
0.5,Ideal,D,SI2,62.4,56,1332,5.1,5.06,3.17
2,Fair,E,SI1,65.7,60,15330,7.7,7.8,5.09
0.9,Ideal,H,VS1,61.8,56,4194,6.18,6.24,3.84
0.37,Ideal,F,VS1,61.7,56,811,4.61,4.63,2.85
1.51,Premium,E,SI2,61.1,60,9513,7.37,7.27,4.47
0.31,Premium,E,VS1,61,58,734,4.37,4.39,2.67
1.74,Ideal,J,SI1,62.1,54,9208,7.73,7.69,4.79
0.31,Ideal,I,IF,61.3,57,837,4.4,4.34,2.68
3.05,Premium,E,I1,60.9,58,10453,9.26,9.25,5.66
1.13,Fair,F,SI2,64.4,56,4176,6.58,6.52,4.22
0.38,Ideal,F,SI1,62.2,54,660,4.64,4.66,2.89
1,Premium,F,SI1,62.9,57,4586,6.37,6.32,3.99
0.31,Premium,G,SI1,61.8,58,553,4.35,4.32,2.68
0.55,Premium,F,VS1,60.3,58,1832,5.32,5.29,3.2
0.4,Premium,G,SI1,61.6,59,900,4.72,4.66,2.89
0.9,Premium,I,VS2,62.4,58,3539,6.16,6.22,3.86
1,Good,H,SI2,63.2,59,3874,6.24,6.29,3.96
0.6,Very Good,F,IF,60.1,54,2988,5.5,5.58,3.33
1.02,Good,G,VS2,63.8,59,6080,6.34,6.27,4.02
0.55,Ideal,F,SI2,62.3,57,1263,5.27,5.22,3.27
1,Good,D,VS1,62.7,62,7672,6.21,6.23,3.9
0.33,Ideal,E,SI1,63,54,743,4.42,4.38,2.77
1,Premium,H,SI2,58.6,59,4088,6.57,6.5,3.83
0.54,Premium,D,SI1,60.4,60,1786,5.24,5.22,3.16
0.28,Ideal,E,VS1,62,57,598,4.17,4.2,2.59
1.22,Premium,E,SI1,59.7,61,6403,7.03,6.9,4.16
0.4,Ideal,E,VVS2,62.2,56,1158,4.71,4.78,2.95
0.23,Very Good,G,VVS1,62,56,484,3.95,3.98,2.46
1.01,Premium,F,SI2,61.7,60,4533,6.36,6.42,3.94
0.23,Very Good,E,VVS1,58.6,61,530,4.02,4.04,2.36
0.3,Fair,E,VVS2,51,67,945,4.67,4.62,2.37
0.31,Premium,E,VS1,62.6,60,879,4.33,4.29,2.7
0.34,Premium,G,IF,62.3,59,1014,4.46,4.49,2.79
0.73,Ideal,E,VS1,61.9,56,3510,5.78,5.81,3.59
0.31,Ideal,H,VVS1,62,54.2,660,4.35,4.39,2.71
0.58,Ideal,J,VS2,60.9,57,1324,5.38,5.4,3.28
1.57,Very Good,J,VS2,62.6,59,7832,7.39,7.43,4.64
0.51,Very Good,E,SI1,60.8,55,1318,5.17,5.2,3.15
0.67,Good,F,VVS2,63.8,61,2398,5.46,5.54,3.52
0.3,Ideal,I,VS1,62.4,54,491,4.3,4.32,2.69
1.01,Very Good,D,VS2,60.4,58,6905,6.47,6.57,3.94
0.55,Premium,E,SI1,62.4,57.6,1630,5.23,5.28,3.27
0.54,Ideal,E,SI2,62.1,56,1163,5.18,5.22,3.23
0.33,Very Good,I,VS2,61,61,463,4.43,4.46,2.71
0.72,Ideal,F,SI2,62.1,57,2241,5.72,5.75,3.56
1.04,Very Good,H,SI1,62,58,5285,6.42,6.48,4
0.5,Very Good,E,SI2,62.4,57,1154,5.03,5.07,3.15
0.31,Very Good,E,SI1,63.4,55,698,4.33,4.31,2.74
0.41,Premium,G,VS2,61.6,58,827,4.73,4.78,2.93
1.21,Premium,J,VS1,60,60,5489,6.95,6.88,4.15
0.55,Ideal,F,SI2,61.1,56,1313,5.25,5.33,3.24
0.4,Very Good,E,VVS2,60.5,58,1205,4.76,4.8,2.89
0.32,Ideal,G,VS2,61.4,55,561,4.4,4.46,2.72
2.01,Good,F,SI2,64.1,57,16085,7.78,7.82,5
0.34,Ideal,E,VS1,62,57,687,4.44,4.49,2.77
0.51,Good,H,VS2,61.8,65,1128,5.07,5.02,3.12
1.22,Ideal,I,SI1,60.8,57,5602,6.95,6.89,4.21
0.81,Very Good,F,VVS2,63.1,56,3992,5.99,5.9,3.75
0.4,Ideal,E,SI2,61.2,55,855,4.77,4.74,2.91
1.54,Ideal,J,VS2,62.7,56,8479,7.32,7.36,4.6
0.31,Ideal,D,SI1,61.5,56,732,4.35,4.33,2.67
0.34,Very Good,H,VS1,61.3,56,596,4.48,4.53,2.76
1.39,Ideal,H,VVS2,61.2,54,9298,7.23,7.25,4.43
1.01,Very Good,E,SI1,62.8,59,5416,6.41,6.45,4.04
0.33,Very Good,G,VVS2,61.4,55,692,4.46,4.5,2.75
0.75,Ideal,E,SI1,61.4,57,2831,5.82,5.87,3.59
1.51,Ideal,H,VS2,62.4,56,12219,7.33,7.28,4.56
0.51,Ideal,H,VS1,62.7,54,1438,5.12,5.15,3.22
0.36,Premium,F,SI1,60.2,58,576,4.6,4.63,2.78
0.51,Ideal,E,VVS1,61.9,54,2745,5.17,5.11,3.18
0.72,Good,D,SI1,63.1,55,2757,5.69,5.75,3.61
0.7,Very Good,E,SI1,61,57,2753,5.68,5.73,3.48
0.62,Ideal,I,VVS1,61.1,55,2207,5.52,5.57,3.39
1,Very Good,E,SI2,59.1,61,4004,6.39,6.44,3.79
1.01,Good,F,SI1,63.6,58,4989,6.37,6.31,4.03
2.1,Very Good,J,VS2,61.3,59,14229,8.21,8.27,5.05
0.23,Very Good,F,VVS2,61.7,55,498,3.99,4.05,2.48
0.5,Ideal,G,VS1,62.6,57,1569,5.05,5.08,3.17
0.73,Premium,F,VS2,60.3,59,2841,5.9,5.87,3.55
0.38,Ideal,D,VVS2,61.5,57,1257,4.67,4.63,2.86
0.24,Very Good,F,VVS1,60.4,56,608,4.05,4.07,2.45
0.75,Ideal,E,VS1,62,55,3402,5.88,5.83,3.66
0.34,Ideal,E,VS2,62.1,54,956,4.52,4.5,2.8
0.3,Good,I,SI1,63.8,57,506,4.27,4.19,2.7
1.21,Ideal,I,VVS2,61.3,56,7938,6.83,6.87,4.2
2.18,Very Good,I,SI2,63.3,58,12220,8.22,8.18,5.19
0.31,Very Good,G,VVS2,63.1,57,907,4.32,4.3,2.72
0.76,Ideal,D,VS2,61.8,55,3401,5.85,5.89,3.63
1.07,Ideal,G,SI1,60.2,57,5453,6.7,6.59,4
0.52,Ideal,I,VS2,61.9,58,1232,5.14,5.17,3.19
1.2,Fair,G,SI2,65.5,59,4044,6.73,6.53,4.34
1.04,Ideal,H,VS1,62.7,57,5577,6.42,6.46,4.04
0.33,Premium,I,VVS2,61,59,743,4.44,4.41,2.7
0.73,Ideal,F,VS1,61.2,56,2835,5.89,5.81,3.58
1,Good,H,VS1,60.2,63,5668,6.43,6.47,3.88
1.2,Ideal,G,SI1,61.2,56,6502,6.92,6.84,4.21
0.34,Ideal,H,VS2,61.7,57,537,4.46,4.48,2.76
0.88,Ideal,I,SI1,62.4,55,3264,6.12,6.16,3.83
2.04,Premium,H,SI1,63,58,18115,8.1,8.03,5.08
0.31,Ideal,D,VS2,61.2,55,734,4.36,4.46,2.7
0.25,Very Good,D,VVS2,63,56,512,3.98,4.02,2.52
0.55,Ideal,F,VS2,61.7,56,1692,5.26,5.3,3.26
1.5,Good,I,SI1,62.9,60,8161,7.12,7.16,4.49
0.53,Ideal,I,VS2,62.1,54,1046,5.2,5.24,3.24
0.3,Ideal,H,VVS2,60.8,58,590,4.33,4.38,2.65
0.91,Good,F,SI1,64,57,3363,6.17,6.08,3.92
1.54,Ideal,J,VS1,62.2,59,8848,7.34,7.38,4.58
0.4,Premium,H,VS1,62.6,58,1035,4.71,4.68,2.94
0.56,Ideal,D,SI1,61.2,56,1814,5.34,5.31,3.26
1.05,Premium,G,SI2,61.3,58,4318,6.6,6.55,4.03
2.01,Premium,E,SI1,60.4,61,12898,8.05,7.98,4.84
0.51,Ideal,F,SI1,61.5,55,1580,5.13,5.18,3.17
1.01,Premium,H,SI2,61.9,61,3394,6.34,6.29,3.91
0.56,Ideal,F,VS2,62.2,55,1739,5.25,5.28,3.28
0.7,Very Good,F,SI1,62.7,57,2196,5.63,5.67,3.54
0.7,Very Good,I,VS1,63.1,54,2129,5.61,5.67,3.56
0.5,Ideal,F,SI1,62.7,57,1378,5.09,5.06,3.18
0.34,Ideal,F,IF,61.9,55,1276,4.49,4.52,2.79
0.4,Ideal,J,VS1,61.3,56,606,4.77,4.79,2.93
0.33,Ideal,D,VS2,62.3,56,781,4.43,4.46,2.77
0.71,Very Good,I,VVS1,63.3,57,2559,5.65,5.69,3.59
0.4,Very Good,F,SI1,63.3,58,882,4.72,4.69,2.98
0.3,Very Good,E,VS2,61.5,58,640,4.28,4.31,2.64
1.53,Premium,I,VS1,62.4,59,10924,7.34,7.3,4.57
0.74,Very Good,H,SI2,62.1,58,2222,5.82,5.78,3.6
0.45,Premium,G,VVS1,60.8,58,1263,4.92,4.98,3.01
0.91,Very Good,G,VS2,59.5,58,4316,6.26,6.34,3.75
0.7,Ideal,F,VVS1,61,56,4951,5.72,5.75,3.5
1,Premium,F,SI1,61.6,60,5197,6.31,6.41,3.9
0.31,Ideal,F,VS2,62.1,57,625,4.34,4.36,2.7
0.28,Very Good,E,VS1,59.5,59,487,4.29,4.35,2.57
