date_time,pressure_mbar,temperature_celsius,dew_point_celsius,relative_humidity_percent,vapor_pressure_actual_mbar,specific_humidity_g_per_kg,air_density_g_per_m_cubed,wind_velocity_m_per_s,wind_direction_degrees,rainfall_mm,season
2023-03-10 15:00:00,963.07,11.67,5.79,67.14,9.23,5.98,1173.66,7.96,213.1,0.0,spring
2023-03-10 16:00:00,963.05,11.34,5.83,68.79,9.25,5.99,1174.98,4.39,210.9,0.0,spring
2023-03-10 17:00:00,963.04,11.04,5.54,68.79,9.07,5.88,1176.3,4.95,215.8,0.0,spring
2023-03-10 18:00:00,962.99,9.82,6.32,78.75,9.57,6.2,1181.07,4.41,204.4,0.0,spring
2023-03-10 19:00:00,962.98,8.19,6.97,92.0,10.01,6.49,1187.7,2.79,199.8,0.0,spring
2023-03-10 20:00:00,962.79,7.52,6.19,91.2,9.48,6.15,1190.53,4.47,210.9,0.1,spring
2023-03-10 21:00:00,963.09,6.7,4.93,88.4,8.68,5.63,1194.78,5.9,213.1,0.1,spring
2023-03-10 22:00:00,963.41,6.2,3.74,84.2,7.99,5.18,1197.64,3.05,228.7,0.0,spring
2023-03-10 23:00:00,965.69,3.84,0.92,81.2,6.53,4.22,1211.42,5.97,263.8,0.0,spring
2023-03-11 00:00:00,967.63,1.32,-0.6,87.0,5.85,3.77,1225.33,3.17,253.7,0.0,spring
2023-03-11 01:00:00,969.79,0.84,-0.42,91.2,5.92,3.81,1230.17,3.29,244.3,0.0,spring
2023-03-11 02:00:00,971.72,0.24,-0.43,95.2,5.92,3.8,1235.34,3.94,265.0,0.0,spring
2023-03-11 03:00:00,973.4,0.42,-0.88,90.9,5.73,3.67,1236.75,2.76,251.4,0.0,spring
2023-03-11 04:00:00,974.85,0.62,-1.91,83.1,5.31,3.39,1237.92,3.53,267.1,0.0,spring
2023-03-11 05:00:00,976.18,0.35,-2.37,81.9,5.13,3.28,1240.91,3.26,270.8,0.0,spring
2023-03-11 06:00:00,977.15,0.1,-2.73,81.2,5.0,3.19,1243.35,2.95,259.7,0.0,spring
2023-03-11 07:00:00,977.94,0.1,-3.07,79.15,4.87,3.1,1244.43,2.68,265.5,0.0,spring
2023-03-11 08:00:00,979.1,0.08,-2.66,81.7,5.02,3.19,1245.93,2.61,273.5,0.0,spring
2023-03-11 09:00:00,979.97,1.35,-2.11,77.64,5.23,3.33,1241.15,2.68,263.4,0.0,spring
2023-03-11 10:00:00,980.82,1.28,-2.45,76.07,5.1,3.24,1242.61,2.74,282.5,0.0,spring
2023-03-11 11:00:00,981.71,1.23,-3.51,70.53,4.71,2.99,1244.15,3.36,278.6,0.0,spring
2023-03-11 12:00:00,982.37,0.91,-2.81,76.07,4.96,3.15,1246.31,2.39,272.5,0.0,spring
2023-03-11 13:00:00,982.58,1.41,-3.2,71.25,4.82,3.06,1244.37,1.68,283.8,0.0,spring
2023-03-11 14:00:00,982.7,2.34,-2.56,69.97,5.06,3.21,1240.24,2.59,252.0,0.0,spring
2023-03-11 15:00:00,983.16,2.58,-4.81,58.0,4.27,2.7,1240.08,1.97,281.0,0.0,spring
2023-03-11 16:00:00,983.79,2.33,-4.34,61.21,4.43,2.8,1241.93,1.23,283.9,0.0,spring
2023-03-11 17:00:00,984.16,2.62,-4.97,57.15,4.22,2.67,1241.22,2.18,294.5,0.0,spring
2023-03-11 18:00:00,984.68,1.74,-4.16,64.7,4.48,2.84,1245.7,0.94,235.2,0.0,spring
2023-03-11 19:00:00,985.19,0.96,-4.4,67.22,4.4,2.78,1249.93,1.92,248.3,0.0,spring
2023-03-11 20:00:00,985.55,0.56,-4.66,67.88,4.32,2.73,1252.27,1.96,246.8,0.0,spring
2023-03-11 21:00:00,986.06,-1.12,-4.19,79.52,4.47,2.83,1260.57,1.95,221.4,0.0,spring
2023-03-11 22:00:00,986.12,-1.71,-4.41,81.7,4.4,2.78,1263.45,1.72,224.8,0.0,spring
2023-03-11 23:00:00,986.25,-2.21,-4.15,86.5,4.49,2.84,1265.91,1.21,173.3,0.0,spring
2023-03-12 00:00:00,986.43,-2.88,-4.55,88.2,4.35,2.75,1269.34,1.43,163.8,0.0,spring
2023-03-12 01:00:00,986.72,-3.11,-4.38,90.9,4.41,2.79,1270.77,1.64,194.6,0.0,spring
2023-03-12 02:00:00,986.97,-3.58,-4.44,93.7,4.39,2.77,1273.31,1.78,180.4,0.0,spring
2023-03-12 03:00:00,986.91,-4.08,-4.73,95.2,4.3,2.71,1275.62,1.64,191.6,0.0,spring
2023-03-12 04:00:00,986.99,-4.04,-4.93,93.5,4.23,2.67,1275.59,1.5,174.8,0.0,spring
2023-03-12 05:00:00,987.1,-4.64,-5.12,96.4,4.17,2.63,1278.62,1.61,165.4,0.0,spring
2023-03-12 06:00:00,987.03,-4.55,-5.06,96.2,4.19,2.64,1278.06,1.23,184.9,0.0,spring
2023-03-12 07:00:00,987.11,-4.29,-4.83,96.0,4.26,2.69,1276.91,1.04,195.7,0.0,spring
2023-03-12 08:00:00,986.98,-2.3,-4.11,87.3,4.5,2.84,1267.22,0.81,168.6,0.0,spring
2023-03-12 09:00:00,986.74,-0.57,-3.44,80.8,4.73,2.99,1258.78,0.81,175.9,0.0,spring
2023-03-12 10:00:00,985.99,2.08,-2.98,69.03,4.9,3.1,1245.64,2.42,163.1,0.0,spring
2023-03-12 11:00:00,985.46,3.41,-3.85,58.84,4.59,2.9,1239.12,4.07,186.0,0.0,spring
2023-03-12 12:00:00,985.03,4.4,-3.67,55.6,4.65,2.94,1234.13,3.17,179.6,0.0,spring
2023-03-12 13:00:00,984.53,4.4,-2.95,58.67,4.91,3.11,1233.37,4.3,188.3,0.0,spring
2023-03-12 14:00:00,983.75,4.17,-0.96,69.13,5.69,3.61,1233.05,4.76,196.4,0.0,spring
2023-03-12 15:00:00,983.38,5.11,0.42,71.57,6.3,3.99,1228.13,4.01,204.1,0.0,spring
2023-03-12 16:00:00,983.16,5.19,2.12,80.5,7.12,4.52,1227.12,5.12,210.5,0.0,spring
2023-03-12 17:00:00,983.03,5.36,2.65,82.6,7.39,4.69,1226.09,4.82,212.2,0.0,spring
2023-03-12 18:00:00,983.35,5.65,3.29,84.7,7.74,4.91,1225.04,4.28,209.6,0.0,spring
2023-03-12 19:00:00,983.72,6.02,3.83,85.8,8.04,5.1,1223.74,2.16,194.3,0.0,spring
2023-03-12 20:00:00,983.45,6.89,4.77,86.3,8.59,5.45,1219.35,4.94,214.2,0.0,spring
2023-03-12 21:00:00,983.67,7.27,5.14,86.3,8.81,5.59,1217.88,3.91,203.7,0.0,spring
2023-03-12 22:00:00,983.79,7.09,5.37,88.8,8.96,5.68,1218.72,2.26,195.2,0.0,spring
2023-03-12 23:00:00,983.52,7.02,5.48,89.9,9.03,5.73,1218.65,2.13,166.9,0.0,spring
2023-03-13 00:00:00,983.14,7.31,5.39,87.6,8.97,5.7,1216.96,2.38,179.6,0.0,spring
2023-03-13 01:00:00,982.79,7.83,4.89,81.6,8.66,5.5,1214.4,2.57,190.4,0.0,spring
2023-03-13 02:00:00,982.32,7.94,4.82,80.6,8.62,5.48,1213.37,2.34,206.6,0.0,spring
2023-03-13 03:00:00,981.71,7.16,4.99,86.0,8.72,5.54,1215.92,1.7,181.0,0.0,spring
2023-03-13 04:00:00,980.78,7.32,5.11,85.8,8.8,5.6,1214.04,1.95,173.5,0.0,spring
2023-03-13 05:00:00,979.44,7.45,5.25,85.9,8.88,5.66,1211.8,3.17,181.3,0.0,spring
2023-03-13 06:00:00,978.38,8.99,5.97,81.3,9.34,5.96,1203.66,3.81,183.5,0.0,spring
2023-03-13 07:00:00,977.2,9.12,6.09,81.3,9.42,6.02,1201.61,4.84,186.6,0.0,spring
2023-03-13 08:00:00,976.85,10.09,6.93,80.7,9.98,6.38,1196.8,5.69,216.8,0.0,spring
2023-03-13 09:00:00,976.7,10.8,7.68,81.0,10.51,6.72,1193.38,6.55,214.7,0.0,spring
2023-03-13 10:00:00,976.2,11.77,8.33,79.38,10.98,7.03,1188.49,7.66,211.7,0.0,spring
2023-03-13 11:00:00,976.65,12.14,8.82,80.1,11.35,7.26,1187.32,7.65,211.9,0.0,spring
2023-03-13 12:00:00,976.01,12.74,9.39,80.0,11.8,7.55,1183.85,6.99,199.5,0.0,spring
2023-03-13 13:00:00,975.37,14.94,9.81,71.37,12.14,7.78,1173.87,7.99,217.8,0.0,spring
2023-03-13 14:00:00,974.72,14.64,9.86,73.01,12.18,7.81,1174.29,8.66,214.1,0.0,spring
2023-03-13 15:00:00,974.64,14.31,9.99,75.24,12.29,7.88,1175.49,7.38,207.5,0.0,spring
2023-03-13 16:00:00,973.62,15.15,10.13,71.9,12.4,7.96,1170.79,7.06,212.4,0.0,spring
2023-03-13 17:00:00,972.39,15.85,10.27,69.39,12.52,8.04,1166.42,4.79,215.1,0.0,spring
2023-03-13 18:00:00,971.57,15.3,10.12,71.2,12.4,7.97,1167.7,2.47,183.9,0.0,spring
2023-03-13 19:00:00,972.34,12.44,11.37,93.2,13.47,8.66,1179.84,4.43,199.2,0.5,spring
2023-03-13 20:00:00,971.61,11.24,9.36,88.2,11.78,7.58,1184.71,3.05,193.6,0.0,spring
2023-03-13 21:00:00,970.65,10.21,9.34,94.3,11.76,7.57,1187.84,2.34,188.4,0.0,spring
2023-03-13 22:00:00,971.1,10.39,9.52,94.3,11.9,7.66,1187.58,2.23,185.6,0.0,spring
2023-03-13 23:00:00,969.62,10.72,9.8,94.0,12.13,7.82,1184.28,5.9,171.8,0.1,spring
2023-03-14 00:00:00,969.32,10.48,9.24,92.0,11.68,7.53,1185.12,2.2,161.8,0.0,spring
2023-03-14 01:00:00,969.13,9.62,8.88,95.1,11.4,7.35,1188.62,1.61,164.4,0.0,spring
2023-03-14 02:00:00,969.44,10.26,8.65,89.7,11.22,7.23,1186.4,3.51,198.6,0.0,spring
2023-03-14 03:00:00,968.92,10.84,7.59,80.3,10.44,6.73,1183.7,2.64,204.3,0.0,spring
2023-03-14 04:00:00,968.6,10.79,7.09,77.84,10.09,6.5,1183.68,3.08,202.2,0.0,spring
2023-03-14 05:00:00,967.75,10.84,6.82,76.17,9.91,6.39,1182.51,5.1,209.0,0.0,spring
2023-03-14 06:00:00,967.31,10.58,6.74,77.06,9.85,6.36,1183.08,4.66,216.3,0.0,spring
2023-03-14 07:00:00,967.35,10.51,6.45,75.89,9.65,6.23,1183.51,4.43,217.5,0.0,spring
2023-03-14 08:00:00,967.5,10.58,6.6,76.33,9.76,6.3,1183.36,2.81,210.7,0.0,spring
2023-03-14 09:00:00,967.34,10.77,6.35,74.09,9.59,6.19,1182.45,2.94,212.2,0.0,spring
2023-03-14 10:00:00,967.13,11.37,6.36,71.21,9.59,6.19,1179.69,6.95,215.8,0.0,spring
2023-03-14 11:00:00,967.39,11.68,6.54,70.63,9.71,6.27,1178.67,6.96,218.5,0.0,spring
2023-03-14 12:00:00,967.51,11.17,6.88,74.81,9.94,6.42,1180.83,7.73,215.0,0.0,spring
2023-03-14 13:00:00,967.34,12.24,6.96,70.11,10.0,6.46,1176.17,8.02,218.2,0.0,spring
2023-03-14 14:00:00,966.87,12.81,6.83,66.93,9.91,6.4,1173.29,7.01,209.3,0.0,spring
2023-03-14 15:00:00,966.75,12.55,6.92,68.49,9.97,6.44,1174.18,8.53,215.3,0.0,spring
2023-03-14 16:00:00,969.19,9.56,7.19,85.1,10.16,6.54,1189.52,3.74,255.3,0.8,spring
2023-03-14 17:00:00,972.25,4.95,3.59,90.9,7.91,5.07,1214.14,3.39,279.2,0.1,spring
2023-03-14 18:00:00,975.71,3.67,2.03,89.0,7.07,4.52,1224.51,2.64,273.1,0.0,spring
2023-03-14 19:00:00,977.41,3.47,2.02,90.2,7.07,4.51,1227.54,1.76,258.0,0.0,spring
2023-03-14 20:00:00,979.09,3.5,0.56,81.0,6.36,4.05,1229.84,1.97,269.1,0.0,spring
2023-03-14 21:00:00,980.27,2.69,0.9,87.9,6.52,4.15,1234.88,1.61,271.5,0.0,spring
2023-03-14 22:00:00,981.46,2.78,0.24,83.3,6.22,3.95,1236.13,0.97,247.5,0.0,spring
2023-03-14 23:00:00,982.3,2.57,-0.4,80.7,5.93,3.77,1238.27,1.12,240.5,0.0,spring
2023-03-15 00:00:00,983.24,2.76,-0.81,77.23,5.76,3.65,1238.69,1.07,248.9,0.0,spring
2023-03-15 01:00:00,983.71,2.51,-1.54,74.55,5.46,3.46,1240.56,1.25,240.8,0.0,spring
2023-03-15 02:00:00,984.38,2.36,-2.41,70.62,5.12,3.24,1242.22,1.66,257.7,0.0,spring
2023-03-15 03:00:00,984.7,2.03,-2.59,71.32,5.05,3.19,1244.14,2.0,255.1,0.0,spring
2023-03-15 04:00:00,985.14,1.62,-2.63,73.23,5.03,3.18,1246.59,1.99,248.1,0.0,spring
2023-03-15 05:00:00,985.86,0.7,-2.12,81.3,5.23,3.3,1251.57,0.52,199.7,0.0,spring
2023-03-15 06:00:00,986.49,0.09,-1.83,86.8,5.34,3.37,1255.12,0.97,166.1,0.0,spring
2023-03-15 07:00:00,987.23,0.12,-1.23,90.6,5.58,3.52,1255.83,0.82,151.7,0.0,spring
2023-03-15 08:00:00,987.83,1.86,-1.57,77.93,5.44,3.44,1248.72,4.0,213.6,0.0,spring
2023-03-15 09:00:00,988.39,2.36,-0.78,79.68,5.77,3.64,1247.0,2.91,222.2,0.0,spring
2023-03-15 10:00:00,989.09,2.57,-0.25,81.6,6.0,3.78,1246.83,2.61,210.0,0.0,spring
2023-03-15 11:00:00,989.46,3.2,0.13,80.2,6.17,3.89,1244.34,1.94,245.2,0.0,spring
2023-03-15 12:00:00,989.66,3.69,0.36,78.74,6.27,3.95,1242.35,2.03,27.59,0.0,spring
2023-03-15 13:00:00,990.32,2.56,0.64,87.1,6.4,4.03,1248.22,2.11,310.0,0.2,spring
2023-03-15 14:00:00,990.24,3.72,1.7,86.6,6.91,4.35,1242.66,1.37,277.4,0.0,spring
2023-03-15 15:00:00,990.39,5.25,-0.48,66.35,5.9,3.71,1236.46,1.36,282.7,0.0,spring
2023-03-15 16:00:00,990.66,5.54,-3.39,52.45,4.75,2.99,1236.07,1.72,9.07,0.0,spring
2023-03-15 17:00:00,991.51,4.49,-2.14,61.97,5.22,3.28,1241.59,1.62,341.1,0.0,spring
2023-03-15 18:00:00,992.38,3.12,-1.12,73.63,5.63,3.54,1248.67,1.56,21.91,0.0,spring
2023-03-15 19:00:00,993.27,2.04,-1.19,79.09,5.6,3.51,1254.71,2.23,245.1,0.0,spring
2023-03-15 20:00:00,993.79,1.41,-2.15,77.07,5.21,3.27,1258.42,0.69,225.8,0.0,spring
2023-03-15 21:00:00,994.2,0.29,-1.78,85.9,5.36,3.36,1264.02,0.36,22.54,0.0,spring
2023-03-15 22:00:00,994.87,-0.3,-2.08,87.7,5.24,3.28,1267.65,1.49,224.8,0.0,spring
2023-03-15 23:00:00,995.26,-1.24,-2.06,94.1,5.25,3.29,1272.54,0.87,210.3,0.0,spring
2023-03-16 00:00:00,995.54,-1.95,-2.2,98.2,5.2,3.25,1276.27,0.95,154.5,0.0,spring
2023-03-16 01:00:00,995.79,-2.23,-2.4,98.7,5.12,3.2,1277.94,0.69,185.7,0.0,spring
2023-03-16 02:00:00,995.87,-2.68,-2.84,98.8,4.95,3.1,1280.25,0.66,198.3,0.0,spring
2023-03-16 03:00:00,995.7,-3.01,-3.01,100.0,4.89,3.06,1281.6,1.1,168.7,0.0,spring
2023-03-16 04:00:00,995.68,-3.33,-3.33,100.0,4.77,2.99,1283.18,1.6,206.6,0.0,spring
2023-03-16 05:00:00,995.63,-3.67,-3.67,100.0,4.65,2.91,1284.78,1.43,216.0,0.0,spring
2023-03-16 06:00:00,995.58,-3.91,-3.91,100.0,4.57,2.86,1285.9,1.73,184.9,0.0,spring
2023-03-16 07:00:00,995.68,-3.47,-3.63,98.8,4.67,2.92,1283.91,0.73,209.3,0.0,spring
2023-03-16 08:00:00,995.79,-1.2,-2.85,88.5,4.95,3.1,1273.19,1.15,178.3,0.0,spring
2023-03-16 09:00:00,995.78,0.57,-2.29,81.0,5.16,3.23,1264.83,1.61,168.6,0.0,spring
2023-03-16 10:00:00,995.91,2.74,-1.65,72.69,5.41,3.39,1254.92,2.24,154.9,0.0,spring
2023-03-16 11:00:00,995.79,4.81,-1.66,62.76,5.4,3.38,1245.45,3.13,162.5,0.0,spring
2023-03-16 12:00:00,995.45,5.89,-2.43,54.99,5.11,3.2,1240.35,3.98,177.1,0.0,spring
2023-03-16 13:00:00,994.52,6.76,-3.02,49.56,4.89,3.06,1235.44,4.5,201.0,0.0,spring
2023-03-16 14:00:00,993.78,7.51,-3.4,45.73,4.75,2.98,1231.29,4.62,171.3,0.0,spring
2023-03-16 15:00:00,993.46,8.38,-4.97,38.27,4.22,2.64,1227.32,4.45,174.1,0.0,spring
2023-03-16 16:00:00,992.63,8.58,-4.41,39.38,4.4,2.76,1225.34,3.87,182.5,0.0,spring
2023-03-16 17:00:00,992.32,7.94,-4.61,40.54,4.33,2.72,1227.78,4.72,183.5,0.0,spring
2023-03-16 18:00:00,991.93,7.47,-2.87,47.73,4.94,3.1,1229.08,3.17,173.4,0.0,spring
2023-03-16 19:00:00,991.87,6.36,-1.97,55.06,5.28,3.32,1233.71,2.41,193.2,0.0,spring
2023-03-16 20:00:00,991.5,5.79,-2.33,55.8,5.15,3.23,1235.84,3.06,200.3,0.0,spring
2023-03-16 21:00:00,991.44,4.74,-2.07,61.21,5.25,3.3,1240.39,3.43,198.5,0.0,spring
2023-03-16 22:00:00,991.22,4.2,-2.12,63.31,5.22,3.28,1242.53,3.58,196.1,0.0,spring
2023-03-16 23:00:00,990.86,4.09,-2.48,62.13,5.09,3.2,1242.65,3.15,184.8,0.0,spring
2023-03-17 00:00:00,990.24,4.24,-2.76,60.19,4.98,3.13,1241.23,3.79,202.3,0.0,spring
2023-03-17 01:00:00,989.78,4.43,-3.18,57.55,4.83,3.04,1239.86,2.83,191.4,0.0,spring
2023-03-17 02:00:00,989.16,4.84,-3.54,54.46,4.7,2.96,1237.34,3.07,189.8,0.0,spring
2023-03-17 03:00:00,988.4,4.71,-3.21,56.3,4.82,3.04,1236.89,4.07,176.9,0.0,spring
2023-03-17 04:00:00,988.19,5.24,-3.49,53.12,4.72,2.97,1234.32,3.37,176.5,0.0,spring
2023-03-17 05:00:00,987.86,4.92,-3.32,55.04,4.78,3.01,1235.29,4.41,175.9,0.0,spring
2023-03-17 06:00:00,987.71,4.52,-3.2,57.12,4.82,3.04,1236.89,4.0,180.9,0.0,spring
2023-03-17 07:00:00,987.52,4.21,-3.17,58.5,4.83,3.05,1238.02,3.83,178.2,0.0,spring
2023-03-17 08:00:00,987.49,5.39,-3.01,54.5,4.89,3.09,1232.7,4.23,176.1,0.0,spring
2023-03-17 09:00:00,987.21,7.79,-2.7,47.26,5.0,3.16,1221.76,5.3,166.6,0.0,spring
2023-03-17 10:00:00,987.21,9.35,-2.32,43.74,5.15,3.25,1214.96,5.34,158.1,0.0,spring
2023-03-17 11:00:00,986.98,11.2,-1.68,40.54,5.4,3.41,1206.66,4.39,160.8,0.0,spring
2023-03-17 12:00:00,986.42,13.13,-1.05,37.38,5.65,3.57,1197.73,3.91,159.3,0.0,spring
2023-03-17 13:00:00,985.79,15.17,-0.15,34.99,6.04,3.82,1188.31,3.09,169.8,0.0,spring
2023-03-17 14:00:00,985.36,17.28,0.53,32.13,6.35,4.02,1179.03,3.15,165.6,0.0,spring
2023-03-17 15:00:00,984.86,17.79,-2.28,25.32,5.17,3.27,1176.9,5.89,180.1,0.0,spring
2023-03-17 16:00:00,984.57,17.11,-1.51,27.97,5.47,3.46,1179.17,4.16,190.5,0.0,spring
2023-03-17 17:00:00,984.23,16.99,0.01,31.52,6.11,3.87,1178.96,3.15,173.6,0.0,spring
2023-03-17 18:00:00,984.17,15.65,0.76,36.25,6.45,4.09,1184.2,2.95,188.0,0.0,spring
2023-03-17 19:00:00,984.37,13.99,1.29,41.93,6.71,4.25,1191.17,1.81,181.1,0.0,spring
2023-03-17 20:00:00,984.71,12.81,2.21,48.38,7.17,4.54,1196.29,2.14,191.4,0.0,spring
2023-03-17 21:00:00,984.69,11.67,2.2,52.1,7.16,4.53,1201.06,3.1,188.7,0.0,spring
2023-03-17 22:00:00,984.6,11.27,1.54,51.03,6.83,4.33,1202.79,2.2,177.8,0.0,spring
2023-03-17 23:00:00,984.69,10.84,1.15,51.05,6.64,4.2,1204.81,2.64,189.0,0.0,spring
2023-03-18 00:00:00,984.62,10.03,1.33,54.62,6.73,4.26,1208.13,2.7,191.6,0.0,spring
2023-03-18 01:00:00,984.8,9.91,1.35,55.11,6.73,4.26,1208.86,2.19,182.4,0.0,spring
2023-03-18 02:00:00,984.99,9.27,1.74,59.18,6.93,4.39,1211.74,1.85,181.3,0.0,spring
2023-03-18 03:00:00,985.0,9.6,1.68,57.64,6.9,4.37,1210.35,1.06,123.4,0.0,spring
2023-03-18 04:00:00,985.46,9.65,1.7,57.54,6.91,4.37,1210.7,1.19,194.9,0.0,spring
2023-03-18 05:00:00,985.97,9.06,1.88,60.63,7.0,4.43,1213.82,1.81,186.6,0.0,spring
2023-03-18 06:00:00,986.11,8.92,2.11,62.22,7.11,4.5,1214.54,2.03,186.8,0.0,spring
2023-03-18 07:00:00,986.1,8.91,2.2,62.69,7.16,4.53,1214.55,2.36,200.3,0.0,spring
2023-03-18 08:00:00,986.32,9.02,2.63,64.17,7.39,4.67,1214.24,1.85,186.4,0.0,spring
2023-03-18 09:00:00,986.76,9.09,3.13,66.16,7.65,4.84,1214.36,2.17,181.0,0.0,spring
2023-03-18 10:00:00,986.9,10.56,4.11,64.27,8.2,5.19,1207.98,2.04,173.8,0.0,spring
2023-03-18 11:00:00,987.04,12.59,5.1,60.22,8.79,5.56,1199.3,1.9,183.8,0.0,spring
2023-03-18 12:00:00,987.06,15.24,6.51,55.9,9.7,6.13,1187.89,1.27,180.5,0.0,spring
2023-03-18 13:00:00,986.76,17.57,7.47,51.46,10.35,6.55,1177.71,1.33,254.1,0.0,spring
2023-03-18 14:00:00,986.48,17.23,7.71,53.46,10.53,6.66,1178.68,1.75,49.03,0.0,spring
2023-03-18 15:00:00,986.14,17.99,7.96,51.84,10.71,6.78,1175.11,0.91,8.11,0.0,spring
2023-03-18 16:00:00,986.04,17.74,7.55,51.22,10.42,6.6,1176.13,1.34,24.19,0.0,spring
2023-03-18 17:00:00,985.96,17.72,7.62,51.53,10.47,6.63,1176.1,0.45,1.89,0.0,spring
2023-03-18 18:00:00,986.23,16.73,7.69,55.12,10.52,6.66,1180.42,0.53,10.06,0.0,spring
2023-03-18 19:00:00,986.62,15.29,7.98,61.65,10.73,6.79,1186.68,0.5,35.53,0.0,spring
2023-03-18 20:00:00,986.7,13.54,8.04,69.3,10.77,6.82,1194.01,0.58,52.84,0.0,spring
2023-03-18 21:00:00,986.85,11.22,8.05,80.8,10.78,6.82,1203.93,1.8,232.5,0.0,spring
2023-03-18 22:00:00,987.2,10.56,7.8,83.0,10.59,6.7,1207.24,0.7,98.6,0.0,spring
2023-03-18 23:00:00,987.4,9.81,7.35,84.6,10.27,6.49,1210.84,1.14,186.6,0.0,spring
2023-03-19 00:00:00,987.41,10.43,6.86,78.48,9.93,6.28,1208.36,1.79,169.9,0.0,spring
2023-03-19 01:00:00,987.37,10.31,6.21,75.66,9.5,6.0,1209.02,1.68,203.6,0.0,spring
2023-03-19 02:00:00,987.31,9.87,5.92,76.36,9.31,5.88,1210.92,1.73,183.2,0.0,spring
2023-03-19 03:00:00,987.22,9.23,5.59,77.93,9.1,5.75,1213.65,1.82,183.4,0.0,spring
2023-03-19 04:00:00,987.27,8.19,5.17,81.2,8.83,5.58,1218.32,1.95,185.4,0.0,spring
2023-03-19 05:00:00,987.45,8.11,5.04,80.9,8.75,5.53,1218.93,0.84,190.9,0.0,spring
2023-03-19 06:00:00,987.73,5.39,4.88,96.5,8.66,5.47,1231.23,0.77,94.9,0.0,spring
2023-03-19 07:00:00,988.07,6.41,4.88,89.9,8.66,5.47,1227.15,0.49,147.3,0.0,spring
2023-03-19 08:00:00,988.39,6.97,5.38,89.6,8.96,5.66,1224.97,1.31,204.5,0.0,spring
2023-03-19 09:00:00,988.79,7.25,6.12,92.5,9.43,5.96,1224.03,0.69,221.6,0.0,spring
2023-03-19 10:00:00,988.97,8.67,7.03,89.4,10.05,6.34,1217.78,0.79,176.8,0.0,spring
2023-03-19 11:00:00,989.28,11.65,7.38,74.99,10.29,6.5,1205.31,4.05,218.8,0.0,spring
2023-03-19 12:00:00,989.73,10.67,8.58,86.9,11.17,7.05,1209.61,5.71,222.7,0.2,spring
2023-03-19 13:00:00,989.79,10.2,8.98,92.1,11.48,7.24,1211.55,3.1,224.7,0.1,spring
2023-03-19 14:00:00,989.56,10.76,9.58,92.4,11.95,7.55,1208.66,2.13,150.8,0.0,spring
2023-03-19 15:00:00,989.28,11.57,10.01,90.1,12.3,7.77,1204.71,1.61,160.7,0.0,spring
2023-03-19 16:00:00,989.06,12.92,9.71,80.8,12.06,7.62,1198.87,2.29,155.8,0.0,spring
2023-03-19 17:00:00,988.91,13.29,9.58,78.18,11.95,7.55,1197.19,2.44,155.7,0.0,spring
2023-03-19 18:00:00,989.29,12.12,9.29,82.8,11.72,7.4,1202.67,1.52,222.6,0.0,spring
2023-03-19 19:00:00,989.92,11.22,7.64,78.54,10.47,6.61,1207.83,1.8,281.4,0.0,spring
2023-03-19 20:00:00,990.22,10.28,8.0,85.7,10.74,6.77,1212.08,1.64,222.5,0.0,spring
2023-03-19 21:00:00,990.7,9.77,7.46,85.5,10.35,6.52,1215.04,1.89,218.2,0.0,spring
2023-03-19 22:00:00,990.84,9.16,7.79,91.1,10.58,6.67,1217.72,1.03,175.7,0.0,spring
2023-03-19 23:00:00,991.04,9.24,8.06,92.3,10.78,6.79,1217.53,0.89,110.1,0.0,spring
2023-03-20 00:00:00,991.16,8.88,7.94,93.8,10.69,6.74,1219.28,0.72,235.8,0.0,spring
2023-03-20 01:00:00,991.04,8.64,8.12,96.5,10.82,6.82,1220.11,0.62,187.7,0.0,spring
2023-03-20 02:00:00,991.04,8.22,8.04,98.8,10.77,6.79,1221.95,0.47,164.4,0.0,spring
2023-03-20 03:00:00,991.17,8.02,7.83,98.7,10.61,6.69,1223.06,0.62,134.9,0.0,spring
2023-03-20 04:00:00,991.07,7.52,7.52,100.0,10.39,6.55,1225.22,1.12,163.7,0.0,spring
2023-03-20 05:00:00,991.2,7.37,7.37,100.0,10.29,6.48,1226.08,1.01,167.6,0.0,spring
2023-03-20 06:00:00,991.66,7.32,7.32,100.0,10.25,6.45,1226.9,1.27,141.6,0.0,spring
2023-03-20 07:00:00,991.82,7.4,7.4,100.0,10.3,6.49,1226.72,1.18,148.5,0.0,spring
2023-03-20 08:00:00,992.08,7.73,7.58,99.0,10.43,6.57,1225.55,1.0,159.4,0.0,spring
2023-03-20 09:00:00,992.26,8.64,8.07,96.2,10.79,6.79,1221.63,0.97,151.5,0.0,spring
2023-03-20 10:00:00,992.51,9.98,8.6,91.1,11.18,7.04,1215.97,1.04,183.1,0.0,spring
2023-03-20 11:00:00,992.71,11.58,8.9,83.6,11.42,7.19,1209.27,1.05,286.8,0.0,spring
2023-03-20 12:00:00,992.39,11.78,9.5,85.9,11.89,7.49,1207.82,1.38,277.3,0.0,spring
2023-03-20 13:00:00,992.22,11.47,9.57,88.1,11.95,7.52,1208.9,1.16,266.5,0.0,spring
2023-03-20 14:00:00,991.68,12.02,8.98,81.6,11.47,7.23,1206.13,3.0,206.0,0.0,spring
2023-03-20 15:00:00,991.27,11.99,8.21,77.59,10.89,6.86,1206.02,5.0,210.5,0.0,spring
